sid,sense_lemma,num_relations,sense_def
07075104,赤,3,形容比喻不及格或錯誤很多。
06602505,紐約,3,紐約州的文化。
06602504,紐約,3,治理紐約州的政府。
06602503,紐約,3,治理紐約市的政府。
07075105,赤,3,經濟活動中支出多於收入的狀態。
06758808,爬,3,比喻經歷困難後，重新振作。
06756405,夾,3,以兩個身體部位將特定物體固定。
06758905,細,3,形容顆粒小的。
06758906,細,3,形容構成影像的粒子小。
06599802,床,3,形狀像床，用來放置特定物品的架子。
08025701,鑽,3,無色正八面體晶體，由碳原子以四價鍵鏈接，為目前已知自然存在最硬物質。
06758911,細,3,形容物體表面的觸感變得光滑。
06731401,巧,3,形容手藝高超的。
07074302,博,3,大學所授予的學位中最高的一級。
07074303,博,3,完成後可以得到博士學位的學程。
07074304,博,3,擁有碩博士學位的人。
07079601,筋,3,連接骨骼與肌肉的組織，包括肌腱和韌帶。
06706601,取得,3,以特定方式得到後述對象。
06603501,污染,3,有害物質破壞環境。
06758909,細,3,形容比喻個性敏感的。
07079404,貫,3,比喻事件時間範圍涵蓋特定時段，通常時間較長。
06603101,資格,3,比喻進行特定事件所應具備的條件或標準。
06758908,細,3,形容孔或洞的直徑變小。
06758907,細,3,形容孔或洞的直徑小。
07074904,危,3,形容事件情勢緊急，即將面臨危機。
07079402,貫,3,舊時錢幣的單位，以繩子串起錢幣，一貫為一千錢。
06730903,閒,3,事情少的時段。
06602102,保留,3,對特定對象行使支配權，使特定對象能在適當時機使用。
06706803,超過,3,形容特定對象行為舉止超越適當的限度。
09015206,吊,3,計算串在繩子上的錢幣的單位，一吊為一千個制錢。
06708403,台北,3,代表臺灣的政府。
06600802,熱鬧,3,人多且場面氣氛熱烈的事件。
07075903,航,3,飛行器在天空中移動。
08005501,彩,3,姓。
07075904,航,3,以飛機運輸搭載乘客或貨物為主要業務的機構。
09015401,圳,3,人工挖掘用來灌溉農田的水道。
06730809,格,3,計算階梯數目的單位。
06600003,犧牲,3,獻給靈性存在物以用來表達敬意的人或牲畜。
08026001,員,3,台灣地名，位於彰化縣內的一個鎮。
08005601,黏,3,姓。
06600001,犧牲,3,特定對象為了特定目的失去生命。
06599804,床,3,計算被褥、毛毯等寢具的單位。
06707101,顯示,3,以前述的證據支持後述結論。
06756406,夾,3,特定物體卡在後述物體的空間中不能移動。
08005801,拳,3,姓。
06730811,格,3,計算影像畫面的單位。
07075901,航,3,船隻在水體中移動。
06730003,中華日報,3,中華日報出版的報紙。
09015210,吊,3,比喻利用特定方法吸引後述異性。
06708501,產品,3,經特定生產製造程序所製成的物品。
06706902,減少,3,特定對象的數量變少。
07075109,赤,3,形容比喻情感熱烈且真誠的。
07075201,孤,3,形容死了父親的。
06758502,槍,3,計算以槍刺擊的次數的單位。
07075208,孤,3,形容比喻缺乏應得的支持與援助的。
07075209,孤,3,無法投胎、四處遊蕩的靈性存在物。
07075801,泉,3,從地表湧出的水。
06708404,台北,3,臺北的文化。
06601101,改造,3,改變原有的特定對象，使其符合需求，通常是變的更好。
06601001,毛澤東,3,中國近代政治人物，為中國共產黨、中華人民共和國的主要創建者和領導人。
08025704,鑽,3,用來做為等級的依據。
06600804,熱鬧,3,形容場面、氣氛變的熱烈。
07075602,勉,3,形容很努力地做特定事件。
06755701,殼,3,動物或植物果實表面的較硬有機組織，通常具有保護作用。
06702811,亂,3,以言語或行為打擾或戲弄特定對象。
06618307,保,3,參加或購買保險。
06700102,加拿大,3,治理加拿大的政府。
07082108,杆,3,打高爾夫球時一次的揮擊動作。
08027915,拍,3,拍打特定物體，使其表面上的附著物掉落。
07065504,飾,3,在表演中擔任特定角色。
06766301,胡適,3,清末民初思想家，提倡新文化運動與白話運動。
06616408,尖,3,形容身體感官靈敏。
06700308,造,3,因前述對象而產生後述結果。
06766001,通信,3,以書信與人互通消息。
06765901,會員,3,以會為單位的團體中的成員。
08000101,扯鈴,3,中國童玩之一，用一細木連結兩個圓盤，將繩子繞在細木上，以雙手拉動繩子使其轉動的一種玩具。
06616101,拜年,3,在新年期間以言語祝賀他人。
06615611,縮,3,比喻因害怕而不敢進行特定事件。
06733506,穩,3,比喻使後述對象穩固安定，變化小。
06615608,縮,3,削減特定對象的規模或程度。
06725405,幹,3,特定的知識和能力。
06615605,縮,3,使後述對象長度變短或體積變小。
06700103,加拿大,3,加拿大的文化。
09011701,央,3,特定平面的中心。
07066006,隱,3,表不明確的感覺或觀察。
06733801,肩,3,頸部以下，人的上臂或動物的前肢與軀幹相連的部份。
08009903,墨,3,墨西哥的文化。
07064804,攜,3,前述物體移動時的力量影響後述物體使其跟著前述物體移動。
06617009,肥,3,形容肉類食物油脂很多。
06734001,錯過,3,沒有在後述事件發生的時間或在後述物體出現的地點把握住該事件或物體。
07064805,攜,3,以手掌拉住或握住特定對象的手。
08009902,墨,3,治理墨西哥的政府。
07129001,答,3,模擬水滴落的聲音。
07082111,杆,3,打撞球時一次的擊球動作。
06700006,犯,3,做出違反法律的事情，而應受處罰的人。
08042701,熱帶草原,3,位於熱帶氣候區，由多年生旱生植物為主所組成的草原。
07065102,膽,3,作為食物的動物膽。
09011601,囚,3,約束特定對象的行動，使其沒有自由。
07082109,杆,3,高爾夫球時一次的記分單位。
08042601,熱帶闊葉林,3,位於熱帶氣候區，由葉子形狀寬闊的樹所組成的樹林地區。
06700101,加拿大,3,國名，位於北美洲大陸的北半部的國家，首都為渥太華。
06765602,神,3,比喻具有影響前述事件發展的抽象力量。
09012602,扒,3,比喻積極保持與特定對象之間的密切關係。
06760710,乾淨,3,形容比喻動作執行得清楚流暢。
06764606,大小,3,輩份高的和輩份低的人。
06764605,大小,3,年紀大的和年紀小的人。
06755006,醒,3,形容比喻使肌膚活絡。
07066501,栽,3,將種子或成株的植物埋下使其生長，通常是在土裡。
06614804,挖出來,3,比喻努力尋求並取得特定對象，通常有負面含意。
06738203,獎,3,贈送特定對象金錢或物品。
07082004,吱,3,發出聲音。
07066505,栽,3,比喻將罪名或負面名稱加到特定對象身上。
07066506,栽,3,比喻特地培養後述對象。
06764501,相處,3,在生活中與特定對象接觸、往來。
06614801,挖出來,3,用工具或手從物體的表面向裡面施力，取出其中包藏在內部的物體，強調動作的結果。
07066801,憤,3,表因心中不滿而生氣。
06614301,卻,3,表轉折。
08000301,溜,3,帶寵物去戶外活動。
06755102,製,3,整理資料並以後述方式呈現。
08027914,拍,3,鳥類或昆蟲等有翅膀的動物揮動翅膀。
09012605,扒,3,脫去衣物。
06615201,判刑,3,法院依據法律決定犯罪者應受的處罰。
07066101,察,3,特別注意以了解特定對象。
08024203,博,3,擲筊向神明詢問問題。
06733503,穩,3,形容穩固不易移動的。
07066205,炮,3,打擊者揮擊出越過全壘打線的球，可直接跑回本壘得分。
07066206,炮,3,在特定競賽中具有攻擊性的得分選手，通常是球類運動。
07066207,炮,3,在特定競賽中具有力量的進攻。
07066209,炮,3,比喻與特定對象進行性行為的事件。
06765202,明確,3,形容比喻動作執行得清楚流暢。
06710204,精,3,形容在生產過程中經過加工提煉、萃取的。
08042201,過度捕撈,3,過度捕捉水生動物。
06701001,檢驗,3,以特定標準檢查特定對象是否符合標準。
07066211,炮,3,比喻具有前述特質的人。
06764903,真實,3,形容自然表現內心情感而不做作的。
06764804,眼前,3,比喻生動記憶影像出現的地方。
06764802,眼前,3,眼睛看到的景象。
06701201,現代化,3,使具有現代最先進的水準。
06733401,潛水,3,進入水裡深處活動。
08027916,拍,3,比喻過度稱讚討好特定對象。
07064803,攜,3,使特定對象到達特定地點進行特定事件。
06734301,定居,3,在特定地點固定居住下來。
06598006,隨便,3,連接任意的事件，表雖然事件進行的方式不同但結果相同。
07063602,泛,3,移動在水面上的交通工具。
06699409,編,3,用已有的材料或想法創作成後述作品。
06767304,材料,3,寫作或講話的題材。
09010605,匝,3,比喻達到特定數目限定。
06767303,材料,3,可供參考的書面內容。
06767302,材料,3,比喻具有進行特定事件的特質。
08043701,資,3,姓。
08036402,曬,3,將物體拿到陽光下，利用其熱度，去除物體內的水分，使其乾燥。
08043601,垂,3,姓。
08043501,秀,3,姓。
06699703,插,3,特定物體以類似鑽洞的動作進入特定空間。
07063606,泛,3,特定空間中充滿特定對象。
06734513,趕,3,比喻在時限內贏得分數，拉近與對手之間的差距。
07083201,洲,3,河流中由沙石、泥土堆積成的陸地。
09010901,卯,3,地支的第四位。
06767601,支援,3,給予特定對象協助，以完成特定事件。
07063505,殘,3,形容比喻特定對象的功能無法完全發揮的。
06734502,趕,3,在特定對象後控制其運動方向，並使其往該方向前進。
07063503,殘,3,生理或心理機能上的障礙。
06768201,倍,3,特定數量以與原本相等的數量增加。
08010901,華,3,形容美麗且講究裝飾的。
06734705,賞,3,欣賞並評斷特定對象的好壞。
06618304,保,3,在特定時段內提供免費的維修服務。
06618303,保,3,維持後述對象的完整性，使其不受損害。
06725013,活,3,形容在使用中的。
07063410,啟,3,前述對象的知識領域或經驗達到說話者預期的水準。
07063411,啟,3,書信的啟封詞。
07063412,啟,3,書信的結尾辭。
08043902,東西,3,抽象事件。
07063414,啟,3,中國古代文體之一，內容為臣下進呈君王的文書。
08010701,淺,3,姓。
06699406,編,3,全套出版品特定部份的單位。
06725014,活,3,形容比喻有變化的或可改變的。
06699407,編,3,文字作品內容結構的主要單位，通常有編號或標題。
07063610,泛,3,表概略涉入特定事件不深入。
06617602,雲門,3,雲門舞集的作品。
07063703,遮,3,用特定方式使後述在嗅覺或視覺上會使人不舒服的負面對象不明顯。
08043401,吟,3,姓。
08023004,污,3,環境中混入有害物質的事件。
08036405,曬,3,比喻將特定對象公開展示。
06734507,趕,3,想辦法在期限前完成特定事件。
08042805,打結,3,條狀物糾結在一起。
08042804,打結,3,比喻想法或情緒無法正常表達或連貫。
07064404,鄰,3,與特定對象居住位置相近的人。
09011106,叩,3,比喻吸引後述對象的感情與注意力。
07064405,鄰,3,與特定對象居住位置相近的機構。
08042803,打結,3,管狀物纏繞成結而使通道不通暢。
08042802,打結,3,比喻肢體動作不流暢。
07064503,斬,3,比喻大幅減去特定金額或數量。
07064505,斬,3,比喻主動結束特定情感或關係。
07064702,殿,3,用於大型華麗建築物的名稱。
06617018,肥,3,比喻不正當的利益或好處。
07064802,攜,3,使特定對象跟著有支配權的人移動。
06766902,地球,3,人類居住的地方。
09011104,叩,3,比喻以武力取得後述領土主權。
07082803,芳,3,比喻具有美麗外表的女子。
06699708,插,3,手肘彎曲，將手放在腰間。
06617601,雲門,3,臺灣第一個職業現代舞團，由林懷民於民國六十二年創立。
08043301,烽,3,姓。
07063802,削,3,除去特定對象的職位。
06617503,鋪,3,在道路表面覆蓋堅硬平整的物質以利交通。
08043201,術,3,姓。
07063805,削,3,比喻不留情面地斥責後述對象，通常為上級對下屬。
06699901,筆,3,可用來書寫文字、畫出圖案的工具。
06725015,活,3,表用盡心力。
07064102,兔,3,以兔為形象製成的人造物。
07128602,府,3,總統府的建築物及建築物所在的位置。
08036404,曬,3,將顯影後的底片晾乾。
06617406,準,3,形容具有後述對象的大部份特徵但不完全相同。
07083001,芽,3,植物剛長出來的，可以發育成莖、葉或花的部份。
06734511,趕,3,比喻達到後述標準。
08000304,溜,3,特定地點及與其相連的地區。
06763801,生意,3,商業買賣的活動。
06763601,採購,3,挑選購買物品。
06702102,蓋,3,將特定片狀物攤平並覆蓋在特定對象上。
07069502,繁,3,臺灣所使用的中文書寫字體，為傳統之中文書寫字體。
06761413,破,3,除去對特定內容的保密方式。
08009302,閃,3,亮光晃動不定、一下亮一下暗。
08037301,健全,3,形容生理或心理健康無缺陷。
07069602,爆,3,引爆彈藥破壞或攻擊特定目標物。
06611001,壓力,3,物體表面所承受的力量。
08002101,朱紅,3,像硃砂一樣較暗的紅色。
09013401,矢,3,兵器的一種，形狀細長，一端有尖頭，常架在弓上發射。
06709314,翻,3,計算數字加倍次數的單位。
06702501,日本人,3,日本的人民。
08002201,丹紅,3,像鮮血一樣較鮮豔的紅色。
06702601,飯店,3,提供旅客付費飲食的地方。
06702602,飯店,3,飯店的建築物及建築物所在的位置。
08002301,赤紅,3,像火焰一樣較鮮豔明亮的紅色。
06702603,飯店,3,提供旅客付費飲食和住宿的地方。
08041001,逕流,3,在地球陸地表面上流動的淡水資源。
08041101,旱林,3,長有隨季節變化呈現不同林貌、旱季時樹葉均掉落的樹木的樹林地區。
07068902,姿,3,身體或身體特定部位進行特定事件時的姿態。
07081101,辯,3,針對特定事件發表意見以說服對方或找到真理。
08009303,閃,3,形容特定對象帶有光澤感。
07068903,姿,3,觀察者認為前述對象擁有的風格氣勢。
08001702,蝴蝶,3,以蝴蝶為形象製成的人造物。
06702003,養,3,形容親屬關係是由撫養所建立的。
07069001,脈,3,血液在全身循環時所經過的管狀組織。
07081408,弓,3,在略帶弧度的木條兩端繫上馬毛或其他類似材質，用以演奏弦樂器的器具。
06761427,破,3,比喻在特定音域中，音質和音準失真。
08027906,拍,3,計算節拍以控制音樂進行的速度。
06726601,幢,3,古代船或車頂上的布幔。
09013101,疋,3,計算成捲布料的單位。
06726602,幢,3,計算建築物的單位。
06761422,破,3,比喻在球類運動中，在對方發球的局數中，將其擊敗。
07069302,腔,3,比喻物體內的中空部份。
06726603,幢,3,計算光影的單位。
06761420,破,3,比喻找出解決方法以脫離後述負面事件。
07069604,爆,3,物體特定部位向外凸出。
07069605,爆,3,形容物體特定部位向外凸出的。
07069606,爆,3,形容毛髮蓬鬆凌亂。
06702604,飯店,3,飯店的建築物及建築物所在的位置。
06702806,亂,3,形容比喻心思情緒不安定。
06755610,形,3,比喻事件原來或預期的形式。
06702807,亂,3,使特定對象心思情緒無法不安定。
08002701,府,3,姓。
06702808,亂,3,違反後述規範。
06727101,經手,3,經特定對象處理。
07069705,映,3,播放電影。
07069802,暴,3,形容個性急躁，容易發脾氣。
08002801,候,3,節氣中的特定時段。
07069807,暴,3,形容毛髮蓬鬆凌亂。
07069810,暴,3,比喻容量超過限度。
06732201,耶穌,3,基督教徒所信奉的救世主。
08002802,候,3,可推斷出特定事件的現象。
06732108,流浪,3,比喻股權所有者不固定，經常改變。
06609904,通過,3,藉由後述對象完成特定事件。
07069703,映,3,比喻將看到的影像記憶在腦中。
08009301,閃,3,發出一次猛烈的強光。
06732301,遊樂,3,玩耍遊戲，並從過程中得到樂趣。
06732502,跌,3,比喻物體受外力影響而落到低處。
06732504,跌,3,比喻犯錯或遭遇困境。
06761301,描述,3,將特定對象的性質或過程記錄下來或說出來。
06761201,推展,3,推行發展。
06702701,世紀,3,時間的單位，一世紀為一百年。
07069609,爆,3,比喻容量超過限度。
09013402,矢,3,形容形狀像箭的。
06761003,舒服,3,形容比喻輕鬆沒有壓力的。
06760719,乾淨,3,形容比喻在宗教或社會規範下被認為純潔的。
06610304,供,3,比喻付出金錢或其他代價以維持後述物品的所有權或對其的義務。
07069613,爆,3,形容機器原有的功能喪失。
06761002,舒服,3,形容心情放鬆感到舒適愉快。
09013403,矢,3,射箭的技術。
06702801,亂,3,形容沒有秩序和條理的。
06760720,乾淨,3,形容比喻沒有鬼魂出沒的。
08037201,高度,3,物體從底部到頂端的距離。
06761701,出席,3,到特定場所參加特定活動。
06613902,必須,3,形容前述對象一定要仰賴後述事件。
07067505,歷,3,說明特定對象的工作經驗和教育狀況的文件。
06726001,才,3,表低於預期的程度或數量。
08024502,漲,3,形容比喻價格上升。
07067801,繪,3,利用線條、色彩在平面上做出特定形象。
09012703,斥,3,特定空間中充滿特定對象。
06755301,殖民,3,他國以強權取得特定地區，並於當地設置統治機關。
06701403,掛,3,形容可用來懸掛的。
06755401,急救,3,對生病或意外受傷的人進行緊急醫療救治。
06710001,衰,3,處於親屬喪事期間所穿著的服飾。
06762802,分享,3,將個人經驗和心情讓他人知道或供他人參考。
07068001,舟,3,在水體表面航行的運輸工具，通常有狹長中空有浮力，形狀為倒梯型的船體。
06613107,歷史,3,記錄並解釋人類歷史的學科。
08042001,生態赤字,3,形容生態環境資源被人類過度使用。
06613106,歷史,3,記載歷史的著作名稱。
06613105,歷史,3,過去發生的重大或具影響力的事件的紀錄。
06755403,急救,3,比喻對發生問題的緊急狀況進行立即處理。
08027912,拍,3,在特定表面上以拍打的方式使特定物質均勻地分佈或被吸收。
06733001,出貨,3,將商品輸出給買方。
08041201,受苦,3,遭受痛苦。
07067409,嫩,3,形容比喻經驗不足的。
08000602,哄,3,用言語或其他方法使特定對象心情好。
07067001,澆,3,使液體受重力影響由上往特定目標落下。
06725601,竹,3,臺灣地名，位於臺灣西北部，介於桃園縣、苗栗縣之間的地區。
07067103,估,3,估算價值。
07067202,驗,3,確定特定結果存在且正確。
06710101,鷹,3,猛禽類，體型稍大，眼光銳利，飛行疾速，多捕食小鳥、野兔等。
06763302,收入,3,收到的金錢。
08027913,拍,3,經由有線或無線，以編碼的方式傳送文字訊息。
06763101,秩序,3,有條理不雜亂的狀況。
06755202,觀望,3,先觀察而不立即採取行動。
07067401,嫩,3,形容柔軟的。
07067402,嫩,3,形容食材質地細而口感柔軟。
07067404,嫩,3,形容食物烹調時間短，口感柔軟的。
06733002,出貨,3,比喻賣出所持有的股份。
07067408,嫩,3,形容顏色亮度高，彩度不飽合的。
06762801,分享,3,一起享有或承受。
09012705,斥,3,偵查、探測。
06709908,虛,3,表沒有獲得預期效果的。
06701410,掛,3,比喻維持住尊嚴。
09012903,甩,3,以手用力關門或關窗。
06762102,聯絡,3,與其它道路或地點連結。
06612801,同學,3,一起學習的人。
09012906,甩,3,比喻在進度或程度上領先特定對象。
06762101,聯絡,3,聯繫特定對象以傳達訊息。
06726102,才,3,計算面積的單位，一才約等於0.0278坪。
06701503,單純,3,表只有單一目的。
06701601,舉,3,動物將肢體抬高或豎起。
06701602,舉,3,以手將東西由低處拿高至視線可及的地方。
06701603,舉,3,陰莖充血豎起。
08009304,閃,3,特定物體突然出現在視線範圍內很短的時間。
06726103,才,3,木材體積的單位，一才等於一百立方寸。
06726104,才,3,計算木材體積的單位，一才等於一百立方寸。
07068801,籃,3,主要以藤、竹等材料編織而成的器皿，通常有提把。
06761801,興奮,3,形容生物體因受到刺激而產生比平常活躍的狀態。
08041301,取用,3,拿取或使用特定資源。
06612902,東西,3,表從東邊到西邊，用於計算距離。
06762301,創作,3,創造作品。
08041702,斷流,3,原本可使用的通訊線路中斷。
06762705,偉大,3,形容雌性動物的乳房或雄性動物的生殖器尺寸大的。
06613101,歷史,3,特定對象過去發展過程的總稱，特指重大或具影響力的事件。
06762704,偉大,3,前述對象的重要性與其崇高的價值。
06701412,掛,3,比喻前述事件沒有進展或結果。
06612904,東西,3,多個不確定方向的位置。
06762703,偉大,3,形容自然景觀或建築物規模大或重要性高的。
08041701,斷流,3,河川因水量減少而枯竭。
06762302,創作,3,創造出來的作品。
08009305,閃,3,比喻特定想法突然出現在腦海中。
07068303,櫃,3,百貨公司中銷售特定品牌的商品的獨立單位。
08041401,受害,3,特定對象遭到損害。
08037101,牧草地,3,長有或種植可供牲畜食用的草的土地。
06726101,才,3,面積的單位，一才約等於0.0278坪。
08001101,湯,3,人名，商朝的開國君主。
07055503,扁,3,形容筆畫左右的比例比上下的比例大。
08048401,開,3,姓。
09007602,介,3,程度在兩個對象的範圍內。
07033702,驚,3,言語或行為侵擾到後述對象。
07033303,嘆,3,給予特定對象極高的正面評價。
06676901,焦點,3,平行光線射於球面鏡或透鏡上，被反射或折射後所集聚的一點。
07033403,色,3,特定區域內視覺可觀察到的現象，特別指其形狀配置或光線、色彩使觀者有特定的感覺。
06719601,病人,3,生病、接受醫療服務的人。
08053801,吶,3,表感嘆的語氣。
06676903,焦點,3,比喻吸引眾人注意力的對象。
06715202,可以,3,表後述事件為聽話者可以選擇自己進行的事件之一。
06744809,加,3,比喻給後述對象更多做事的信心和力量。
07032906,役,3,軍人或警察的職位身分。
06677101,緊張,3,形容事件情勢急迫。
07009826,正,3,以正號代表特定意義的標誌。
07009825,正,3,用來表示數目比零大的數學符號。
07098904,藏,3,藏族人的文字和語言。
06677104,緊張,3,形容生活步調快。
06651611,戰,3,比喻接受後述條件或環境的挑戰。
07098903,藏,3,西藏的文化。
06652202,浪漫,3,形容具理想主義的。
07033302,嘆,3,將對後述對象的不滿說出來。
07033301,嘆,3,從口中呼出長氣。
06676602,相互,3,表輪流替換著。
06652301,鄉,3,以農畜為主，人口較城鎮少的區域。
07010004,負,3,前述物體正面相反的方向，對著後述地點。
06745001,召開,3,召集並舉行會議。
06744901,合理,3,形容符合道理的。
07033001,勢,3,身體或身體特定部位進行特定事件時的姿態。
08016703,屏,3,顯示字幕或影像的平面體。
06744810,加,3,比喻給後述對象各種無形的負擔。
07100301,布,3,設置後述裝置。
06750003,經過,3,時間過去。
07100001,東方,3,姓。
08033201,混合林,3,森林類型之一，由二種以上的樹種所組成的樹林地區。
07099902,東方,3,東方技術學院的建築物及建築物所在的位置。
07099901,東方,3,臺灣私立技術學院之一，位於高雄縣湖內鄉。
07099801,東方,3,臺灣出版社之一，社長為林呈祿先生，主要出版兒童及青少年讀物。
07113002,常,3,形容不會改變的。
07009824,正,3,比零大的數目。
07034003,制,3,管理控制後述對象。
06651608,戰,3,比喻在持續的競爭中以前述對象為手段並做為當次對立競爭勝負標準的一次競爭。
06750103,進入,3,比喻接收到特定想法。
06677906,動,3,以特定方式影響特定對象的利益或地位。
08066502,衛,3,住家房屋內供人上廁所、洗澡等的設施。
07034701,刊,3,在出版品發表、刊登特定文章或廣告。
07034702,刊,3,定期出版的出版品。
06719901,國民黨,3,臺灣的主要政黨之一，以實踐三民主義為主要目標。
07098002,藤,3,蔓生植物的卷鬚或匍匐莖。
08066602,衛,3,周朝諸侯國之一，在今河北、河南一帶。
06650903,刀,3,比喻醫生幫病人所進行的侵入性治療。
07009702,統一,3,統一企業集團的建築物及建築物所在的位置。
07009701,統一,3,臺灣的企業集團之一，創辦人為吳修齊，目前董事長為高清愿。
06678101,運作,3,機構組織進行工作。
07009402,大陸人,3,國民政府遷臺之後從中國大陸來臺灣的人。
07009302,長庚,3,長庚大學的建築物及建築物所在的位置。
07009301,長庚,3,臺灣私立大學之一，位於桃園縣龜山鄉，台塑集團董事長王永慶以其父親之名所創設的大學，前身為「長庚醫學院」。
07009201,旗,3,姓。
08033502,足跡,3,比喻特定事件在發生後所留下的紀錄或印象。
07034603,員,3,符合特定需求、從事特定工作的人。
06677105,緊張,3,形容因為供不應求而造成大眾不安。
08033501,足跡,3,動物的腳或鞋在地面上留下的痕跡。
06744808,加,3,表對特定對象做後述處置。
07098603,畫糖,3,刻畫有圖案的糖片，中國北方民間小吃的一種。
07034303,登,3,比喻將產品或企業引進到後述地點。
07098602,畫糖,3,在熱糖漿上畫出圖案的民俗技藝。
06750005,經過,3,特定對象連續變化或發展時所經歷的歷程。
06651508,存,3,對特定權力行使支配權，使特定對象能在適當時機使用。
06651506,存,3,有後述心理或精神狀態。
07034306,登,3,在出版品發表、刊登特定文章或廣告。
07009811,正,3,形容農曆閏月時原有的月份。
07009807,正,3,形容沒有錯誤、符合規定和法度的。
06744806,加,3,添加特定對象，使其達到一定數量。
08033301,次生林,3,森林類型之一，原有森林經破壞後又自然恢復生長的樹林地區。
06651301,花蓮,3,位於臺灣東部，介於宜蘭縣、臺東縣之間的地區。
07098204,灘,3,計算擴散成片狀的物體的單位。
07098202,灘,3,通常用於水體旁的沙石地及其周遭區域的名稱。
07100501,布,3,美國第五十一任總統。
07100601,布,3,美國第五十四及五十五任總統。
08033503,足跡,3,以特定方式所評估的人類活動對自然環境的影響。
07101901,鮮,3,姓。
07031203,父,3,對特定領域裡創始或表現傑出的男子的尊稱。
06674801,市區,3,特定區域內商業集中的地區。
06674802,市區,3,特定都市的範圍內。
07031602,桿,3,計算細長圓柱狀的長條器具的單位。
06719208,佔,3,比喻取得後述優勢。
06674902,財產,3,比喻有正面價值的前述對象。
08053805,吶,3,表列舉省略的語氣。
06654402,經歷,3,親身的體驗。
07100701,布,3,美國好萊塢演員。
06675201,光碟,3,一種記憶裝置，以雷射光讀取其中儲存的資料。
06654301,人間,3,指人所存在的時空。
08053804,吶,3,表解釋或提醒對方的語氣，用在陳述句末。
07010803,揭,3,在正式場合中將遮蔽在後述物品上的布拿開，通常象徵特定事件的開始。
07031705,版,3,文字出版品中，相同主題的文章聚集的部份。
08053803,吶,3,表打招呼或引起對方注意的語氣。
07031706,版,3,為了傳遞或公告訊息而設置的板狀物。
06715602,搭,3,特定物體架在另一物體上。
06674701,風氣,3,社會上流行的愛好或習慣。
06719207,佔,3,比喻具有後述優勢。
06719206,佔,3,前述對象在整體對象中的比例為。
07011202,個,3,計算特定抽象名詞的單位。
06750001,經過,3,通過特定處所。
07011201,個,3,計算能獨立成件的具體對象的單位。
06674501,科威特,3,國名，位於阿拉伯半島東北部，東臨波斯灣，是世界主要的產油國。
06674502,科威特,3,治理科威特的政府。
06655101,藥物,3,具有能夠治療或預防疾病效果的物質。
07030602,軍,3,軍隊中有正式職位的人。
07030603,軍,3,形容與軍隊相關的。
08053806,吶,3,表停頓的語氣。
07102601,偶,3,能被二除盡的數。
07011101,英,3,姓。
07030804,卡,3,比喻特定事件無法順利進行。
07030806,卡,3,形容肢體動作不流暢。
07102202,美,3,治理美國的政府。
07030901,社,3,依照特定宗旨和系統成立的團體。
08053802,吶,3,表疑問或反問的語氣，具有緩和的作用。
07031707,版,3,網路上的討論區，通常劃分不同的主題，讓使用者表達意見，進行討論。
06745602,情緒,3,專指不愉快的心理狀態。
06652901,南部,3,空間範圍內南邊的區域。
08065101,搭,3,模擬水滴落的聲音。
06652701,古典,3,形容具有古代風格的。
07101301,生氣,3,生物體所具有的生命力。
07101201,世,3,姓。
06652501,保障,3,保護特定對象，使其不受侵犯或破壞。
07010013,負,3,比零小的數目。
06676101,和平,3,形容安定沒有戰爭的狀態。
07010012,負,3,形容比零小的。
06715501,同事,3,在同一機關團體工作的人。
06676401,適應,3,調整自己的行為或想法來面對並接受特定對象。
07112801,國,3,姓。
07010008,負,3,沒有達到後述對象的期望。
07032801,岸,3,水體旁高出水面的陸地。
07032802,岸,3,比喻可供心靈依靠的特定對象。
07100801,肩,3,姓。
07032604,滴,3,計算顆粒狀液體的單位。
08065005,搭,3,利用特定時機獲得競爭上的優勢。
06654202,打破,3,前述物體因受到外力影響使特定部位脫離，而影響外觀的完整性。
07101501,解,3,消除後述負面狀態使其不存在。
07010704,割,3,比喻被迫由整體土地分出部分並將其所有權轉移。
07031803,展,3,眉頭不再皺著，通常表示心情好的樣子。
07010703,割,3,進行形成雙眼皮的整型手術。
08064702,番,3,形容吵鬧不講理的。
06653801,安非他命,3,一種刺激中樞神經系統的藥品，具有提升精神降低食慾的作用。
07031807,展,3,有規劃地陳列特定物品或示範特定技術以供人觀賞的活動。
07010601,訪,3,姓。
07112501,客,3,姓。
08033101,針葉林,3,森林類型之一，由葉子形狀像針或鱗片的樹木所組成的樹林地區。
07032302,園,3,依特定主題規劃建設並供人娛樂或活動的場所。
07032402,罪,3,根據法律定義分類犯罪行為所給予的名稱。
07010014,負,3,用來表示數目比零小的數學符號。
06653401,有名,3,形容為眾人所知的。
08065004,搭,3,比喻以後述對象為媒介進行特定事件。
07032404,罪,3,因犯錯而需承擔的處罰。
07113101,常,3,姓。
06714302,倫敦,3,治理倫敦的地方政府。
06655303,澳洲,3,治理澳洲的政府。
07038205,險,3,發生意外或災害的可能性。
07038006,工,3,將科學知識運用於解決實際問題的學科。
07005001,媽呀,3,表祈求或驚訝的語氣。
07038103,衣,3,比喻包裹在物體表面的部份。
07038104,衣,3,覆蓋在植物體表面的有機組織。
06649104,亮,3,白天開始時太陽從地平線升起照亮天空。
07038201,險,3,形容地勢有很多阻礙不容易通行。
07095701,嘲,3,以言語取笑特定對象。
06721003,開,3,形容門窗或容器的開口或出入口不被封閉。
